index,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
466,"Retailers' Use of Partially Comparative Pricing: From Across-Category to Within-Category Effects","Miniard, Paul W. and Mohammed, Shazad Mustapha and Barone, Michael J. and Alvarez, Cecilia M. O.","JOURNAL OF MARKETING","77","4","33-48","2013","JUL","Partially Comparative Pricing;Competitive Price Comparisons;Price Beliefs;Assimilation;Contrast","","Prior research suggests that partially comparative pricing-in which a retailer provides price comparisons for some, but not all, of its products-is a double-edged sword. On the one hand, such pricing improves beliefs about the retailer's competitive price advantage on comparatively priced products for which its prices are compared with a competitor. On the other hand, it has been shown to damage perceptions of the retailer's noncomparatively priced products relative to those charged by the competition. However, this latter outcome is based on evidence examining the influence of partially comparative pricing across different product categories. The authors propose and demonstrate in five studies that price comparisons may actually improve relative price beliefs about the noncomparatively priced brands within the same product category. They further show this improvement to be attenuated as the number of price comparisons increase or when the price comparison is attached to a brand perceived as less typical of the product category. The authors conclude by drawing managerial implications and offer suggestions for further research."
467,"Consumer Evaluations of Sale Prices: Role of the Subtraction Principle","Biswas, Abhijit and Bhowmick, Sandeep and Guha, Abhijit and Grewal, Dhruv","JOURNAL OF MARKETING","77","4","49-66","2013","JUL","Sale Price;Sale Price Display Location;Discount Depth;Numerical Cognition;Price Perceptions","","How exactly does the display location of a sale price relative to the original price affect consumers' evaluations? Across multiple studies, including field studies with actual choices and studies with nonstudent samples, this article shows that consumer evaluations are a function of the display location of the sale price, but such evaluations are moderated by discount depth. First, presenting the smaller number to the right (vs. left) makes it easier to initiate the subtraction task, a phenomenon the authors refer to as the subtraction principle. Second, given that evaluating sale prices inherently involves a subtraction task, locating sale prices to the right (vs. left) of the original price facilitates calculation of discount depth, increasing evaluations for moderate discounts but not for low discounts. These effects are potentially reversed in cases of both very low discounts and exaggerated discounts. The findings in this article offer novel and nonintuitive insights into how sale price display locations and discount depth interact to influence numerical cognitions, processing of sale prices, and subsequent evaluations."
468,"Are Multichannel Customers Really More Valuable? The Moderating Role of Product Category Characteristics","Kushwaha, Tarun and Shankar, Venkatesh","JOURNAL OF MARKETING","77","4","67-85","2013","JUL","Customer Relationship Management;Channels;Multichannel Marketing;Retailing","","How does the monetary value of customer purchases vary by customer preference for purchase channels (e.g., traditional, electronic, multichannel) and product category? The authors develop a conceptual model and hypotheses on the moderating effects of two key product category characteristics-the utilitarian versus hedonic nature of the product category and perceived risk-on the channel preference monetary value relationship. They test the hypotheses on a unique large-scale, empirically generalizable data set in the retailing context. Contrary to conventional wisdom that all multichannel customers are more valuable than single-channel customers, the results show that multichannel customers are the most valuable segment only for hedonic product categories. The findings reveal that traditional channel customers of low-risk categories provide higher monetary value than other customers. Moreover, for utilitarian product categories perceived as high (low) risk, web-only (catalog- or store-only) shoppers constitute the most valuable segment. The findings offer managers guidelines for targeting and migrating different types of customers for different product categories through different channels."
469,"Retailer Private-Label Margins: The Role of Supplier and Quality-Tier Differentiation","ter Braak, Anne and Dekimpe, Marnik G. and Geyskens, Inge","JOURNAL OF MARKETING","77","4","86-103","2013","JUL","Retailing;Private Labels;Margins;Sourcing","","The authors show how new realities in the private-label (PL) landscape, including differential PL-sourcing relationships and differentiated, three-tiered PL portfolios, affect the gross margins that retailers realize on their PLs. In addition, they examine the moderating role of the identity of the PL supplier (dual brander vs. dedicated supplier). Retailer PL margins are lower for stockkeeping units from PL suppliers with whom the retailer shares a more intense relationship, as reflected in their relationship breadth and depth, but this negative effect can be countered through multisourcing. Building prolonged relationships with PL suppliers also results in lower retailer PL margins, but only for more national brand-oriented suppliers. Dedicated PL suppliers have little to gain by building long-term retailer relationships, but they are less vulnerable to the retailer's practice of multisourcing than dual branders. Although economy PLs may appeal to conventional supermarkets to keep (hard) discounters at bay, they result in lower margins (percentage-wise and absolute) than the standard PLs they cannibalize. Premium PLs, in turn, offer the retailer a higher margin, but only when produced by suppliers with a sufficient extent of national brand focus. However, the higher promotional support often given to premium PLs tends to mitigate the actual margin advantage."
470,"When Do Transparent Packages Increase (or Decrease) Food Consumption?","Deng, Xiaoyan and Srinivasan, Raji","JOURNAL OF MARKETING","77","4","104-117","2013","JUL","Packaging Design;Transparent Packaging;External Cues;Food Consumption","","Transparent packages are pervasive in food consumption environments. Yet prior research has not systematically examined whether and how transparent packaging affects food consumption. The authors propose that transparent packaging has two opposing effects on food consumption: it enhances food salience, which increases consumption (salience effect), and it facilitates consumption monitoring, which decreases consumption (monitoring effect). They argue that the net effect of transparent packaging on food consumption is moderated by food characteristics (e.g., unit size, appearance). For small, visually attractive foods, the monitoring effect is low, so the salience effect dominates, and people eat more from a transparent package than from an opaque package. For large foods, the monitoring effect dominates the salience effect, decreasing consumption. For vegetables, which are primarily consumed for their health benefits, consumption monitoring is not activated, so the salience effect dominates, which ironically decreases consumption. The authors' findings suggest that marketers should offer small foods in transparent packages and large foods and vegetables in opaque packages to increase postpurchase consumption (and sales)."
471,"The Influence of Disorganized Shelf Displays and Limited Product Quantity on Consumer Purchase","Castro, Iana A. and Morales, Andrea C. and Nowlis, Stephen M.","JOURNAL OF MARKETING","77","4","118-133","2013","JUL","Shelf Displays;Consumer Decision Making;Product Assortment;Scarcity;Contamination","","The current research explores how shelf display organization and limited product quantity together influence consumer purchase. The authors find that, in certain cases, shelves that are disorganized and not fully stocked tend to reduce sales, but in other cases, disorganized shelves that are not fully stocked tend to increase sales. In particular, for products that are ingested (e.g., juice), purchase likelihood is reduced when the product appears to be disorganized and product quantity is limited. However, for products that are not ingested (e.g., fabric softener), purchase likelihood increases when the product appears to be disorganized and product quantity is limited. Importantly, the authors also show that brand familiarity moderates these effects."
472,"The Network Value of Products","Oestreicher-Singer, Gal and Libai, Barak and Sivan, Liron and Carmi, Eyal and Yassin, Ohad","JOURNAL OF MARKETING","77","3","1-14","2013","MAY","Product Value;Cross-Selling;Electronic Commerce;Recommendation Systems;Social Networks","","Traditionally, the value of a product has been assessed according to the direct revenues the product creates. However, products do not exist in isolation but rather influence one another's sales. Such influence is especially evident in e-commerce environments, in which products are often presented as a collection of web pages linked by recommendation hyperlinks, creating a large-scale product network. The authors present a systematic approach to estimate products' true value to a firm in such a product network. Their approach, which is in the spirit of the Page Rank algorithm, uses available data from large-scale e-commerce sites and separates a product's value into its own intrinsic value, the value it receives from the network, and the value it contributes to the network. The authors demonstrate their approach using data collected from the product network of books on Amazon.com. Specifically, they show that the value of low sellers may be underestimated, whereas the value of best sellers may be overestimated. The authors explore the sources of this discrepancy and discuss the implications for managing products in the growing environment of product networks."
473,"Portfolio Dynamics and Alliance Termination: The Contingent Role of Resource Dissimilarity","Cui, Anna S.","JOURNAL OF MARKETING","77","3","15-32","2013","MAY","Alliance Portfolio;Alliance Termination;Joint Ventures;Interfirm Partnerships;Resource Dissimilarity","","This article takes a portfolio approach to examine how an alliance's propensity of termination is influenced by its resource relationships with other alliances of the firm. Whereas previous research has suggested that similar partner resources in a portfolio create redundancy and that dissimilar resources are beneficial, this study argues that redundancy may be necessary to ensure stable access to resources and that synergies from dissimilar resources may be difficult to realize. Thus, under some conditions, resource dissimilarity may be less supportive of, or even detrimental to, the continuity of an alliance. The author identifies several conditional factors that change the role of resource dissimilarity. While relational connectedness between the focal partner and other partners of the firm is found to strengthen the supporting effect of resource dissimilarity on alliance continuity, vertical connectedness of alliance activities, formation of substituting alliances by the focal partner, and market uncertainty weaken the supporting effect of resource dissimilarity. The findings reveal alliance termination factors beyond dyadic interactions and provide important implications for managing interdependencies within an alliance portfolio to enhance alliance stability."
474,"Consumer-Generated Ads: Does Awareness of Advertising Co-Creation Help or Hurt Persuasion?","Thompson, Debora V. and Malaviya, Prashant","JOURNAL OF MARKETING","77","3","33-47","2013","MAY","Persuasion;Source Similarity;Advertising Effectiveness;Persuasion Knowledge;Consumer-Generated Ads","","Companies increasingly involve consumers in the process of developing advertising and other marketing actions. An important question that has not been explored is whether brands benefit from communicating to consumers who had not been involved in the co-creation process that a target ad was developed by a fellow consumer. The authors propose a skepticism-identification model of ad creator influence, which hypothesizes that disclosing to an audience that an ad was created by a consumer triggers two opposing effects: skepticism about the competence of the ad creator and identification with the ad creator. Four studies demonstrate that the effectiveness of disclosing advertising co-creation depends on factors that hinder skepticism and heighten identification with the ad creator. Specifically, attributing the ad to a consumer is shown to increase persuasion when the audience (1) has limited cognitive resources to scrutinize the message, (2) is given background information about the ad creator that enhances source similarity, and (3) has high loyalty toward the brand. The implications of these findings on marketing theory and practice are discussed."
475,"When Value Trumps Health in a Supersized World","Haws, Kelly L. and Winterich, Karen Page","JOURNAL OF MARKETING","77","3","48-64","2013","MAY","Supersizing;Nonlinear Pricing;Health;Goal Interactions;Value;Obesity","","Marketers often offer consumers the option to supersize a food purchase intended for immediate consumption. Supersized products may be attractive to consumers from the standpoint of the unit pricing because ordering a larger size of the same product results in a per-unit savings and offers consumers the opportunity to meet their value-based financial goals. In this article, the authors show that such pricing strategies not only lead to greater purchase and consumption but do so by affecting important consumer goals in unrelated domains namely, by decreasing the importance placed on health goals. Although supersized pricing can have a powerful effect on purchase behavior, providing health cues can prevent the decreased focus on health. In addition, supersized pricing can be used to increase size choice of healthy foods. The authors discuss the study's contributions to theory, particularly for understanding decisions regarding the pursuit of multiple goals and, more specifically, those that lie at the intersection of health and finance. In addition, the results suggest both marketing and public policy implications, including those for the obesity epidemic and frequent use of supersized pricing strategies for unhealthy foods."
476,"Targeting Revenue Leaders for a New Product","Haenlein, Michael and Libai, Barak","JOURNAL OF MARKETING","77","3","65-80","2013","MAY","Word Of Mouth;Opinion Leaders;Assortativity;Customer Lifetime Value;Agent-Based Models","","Historically, when targeting potential adopters of a new product, firms have tended to focus first on people with disproportional effect on others, often labeled opinion leaders. The authors highlight the benefit of targeting customers with high lifetime value (CLV), or revenue leaders. The authors argue that targeting revenue leaders can create high value both by accelerating adoption among these customers and because of the higher-than-average value that revenue leaders generate by affecting other customers with similarly high CLV. The latter phenomenon is driven by network assortativity, whereby people's social networks tend to be composed of others who are similar to themselves. Analyzing an agent-based model of a seeding program for a new product, the authors contrast revenue leader seeding with opinion leader seeding and compare the factors that influence the effectiveness of each. They show that the distribution of CLV in the population and the seed size play a major role in determining which seeding approach is preferable, and they discuss the managerial implications of these findings."
477,"When Humanizing Brands Goes Wrong: The Detrimental Effect of Brand Anthropomorphization Amid Product Wrongdoings","Puzakova, Marina and Kwak, Hyokjin and Rocereto, Joseph F.","JOURNAL OF MARKETING","77","3","81-100","2013","MAY","Brand Anthropomorphization;Implicit Theory;Negative Publicity;Product Wrongdoings;Response Strategies","","The brand relationship literature shows that the humanizing of brands and products generates more favorable consumer attitudes and thus enhances brand performance. However, the authors propose negative downstream consequences of brand humanization; that is, the anthropomorphization of a brand can negatively affect consumers' brand evaluations when the brand faces negative publicity caused by product wrongdoings. They find that consumers who believe in personality stability (i.e., entity theorists) view anthropomorphized brands that undergo negative publicity less favorably than nonanthropomorphized brands. In contrast, consumers who advocate personality malleability (i.e., incremental theorists) are less likely to devalue an anthropomorphized brand from a single instance of negative publicity. Finally, the authors explore three firm response strategies (i.e., denial, apology, and compensation) that can affect the evaluations of anthropomorphized brands for consumers with different implicit theory perspectives. They find that entity theorists have more difficulty in combating the adverse effects of brand anthropomorphization than incremental theorists. Furthermore, they demonstrate that compensation (vs. denial or apology) is the only effective response among entity theorists."
478,"Soda Versus Cereal and Sugar Versus Fat: Drivers of Healthful Food Intake and the Impact of Diabetes Diagnosis","Ma, Yu and Ailawadi, Kusum L. and Grewal, Dhruv","JOURNAL OF MARKETING","77","3","101-120","2013","MAY","Health Status;Drivers Of Food Choice;Health Halo Bias;Diabetes;Self-Control;Household Grocery Shopping","","This study examines how household members' personal characteristics and key marketing factors affect the healthfulness of food purchased for in-home consumption; it further considers how food intake changes following a diagnosis of Type 2 diabetes in the household. Using a combination of grocery purchases over four years, survey data about health status, and the nutrition content of 13 of the largest packaged food categories, this study shows that households with higher education and nutrition interest consume fewer calories, sugar, and total carbohydrates, whereas those with higher self-control consume more, because they offset their lower intake of unhealthy categories (e.g., soft drinks) with higher intake of healthy categories (e.g., cereal). The consumption of sugar and carbohydrates decreases significantly in response to a diabetes diagnosis, whereas the intake of fat and sodium increases. Education, nutrition interest, and self-control are not associated with healthier changes in response to a diagnosis, but younger and higher-income households, as well as those in which the diabetes patient is female, make healthier changes. These findings have notable implications for marketers, consumers, consumer researchers, and public health professionals."
479,"When Does Recognition Increase Charitable Behavior? Toward a Moral Identity-Based Model","Winterich, Karen Page and Mittal, Vikas and Aquino, Karl","JOURNAL OF MARKETING","77","3","121-134","2013","MAY","Charitable Behavior;Recognition;Moral Identity;Symbolization;Social Reinforcement","","Each year, people in the United States donate more than $200 billion to charitable causes. Despite the lack of understanding of whether and how recognition increases charitable behavior, charities often offer it to motivate donor action. This research focuses on how the effectiveness of recognition on charitable behavior is dependent on the joint influence of two distinct dimensions of moral identity: internalization and symbolization. Three studies examining both monetary donations and volunteering behavior show that recognition increases charitable behavior among those characterized by high moral identity symbolization and low moral identity internalization. Notably, those who show high levels of moral identity internalization are uninfluenced by recognition, regardless of their symbolization. By understanding correlates of the two dimensions of moral identity among donors, nonprofits can strategically recognize potential donors to maximize donation and volunteering behavior."
480,"The Effect of In-Store Travel Distance on Unplanned Spending: Applications to Mobile Promotion Strategies","Hui, Sam K. and Inman, J. Jeffrey and Huang, Yanliu and Suher, Jacob","JOURNAL OF MARKETING","77","2","1-16","2013","MAR","Shopper Marketing;Path Data;Radio Frequency Identification Tracking;Unplanned Purchase;Mobile Promotion","","Typically, shoppers' paths only cover less than half of the areas in a grocery store. Given that shoppers often use physical products in the store as external memory cues, encouraging shoppers to travel more of the store may increase unplanned spending. Estimating the direct effect of in-store travel distance on unplanned spending, however, is complicated by the difficulty of collecting in-store path data and the endogeneity of in-store travel distance. To address both issues, the authors collect a novel data set using in-store radio frequency identification tracking and develop an instrumental variable approach to account for endogeneity. Their analysis reveals that the elasticity of unplanned spending on travel distance is 57% higher than the uncorrected ordinary least squares estimate. Simulations based on the authors' estimates suggest that strategically promoting three product categories through mobile promotion could increase unplanned spending by 16.1%, compared with the estimated effect of a benchmark strategy based on relocating three destination categories (7.2%). Furthermore, the authors conduct a field experiment to assess the effectiveness of mobile promotions and find that a coupon that required shoppers to travel farther from their planned path resulted in a substantial increase in unplanned spending ($21.29) over a coupon for an unplanned category near their planned path ($13.83). The results suggest that targeted mobile promotions aimed at increasing in-store path length can increase unplanned spending."
481,"What Drives Managerial Use of Marketing and Financial Metrics and Does Metric Use Affect Performance of Marketing-Mix Activities?","Mintz, Ofer and Currim, Imran S.","JOURNAL OF MARKETING","77","2","17-40","2013","MAR","Metrics;Marketing-Finance Interface;Marketing Mix;Managerial Decision Making","","To increase marketing's accountability, Journal of Marketing, Marketing Science Institute, and the Institute for the Study of Business Markets have advocated development of marketing metrics and linking marketing-mix activities with financial metrics. Although the marketing field has made progress, researchers have paid less attention to what drives managerial use of marketing and financial metrics and whether metric use is associated with marketing-mix performance. The authors propose a conceptual model that links firm strategy, metric orientation, type of marketing-mix activity, and managerial, firm, and environmental characteristics to marketing and financial metric use, which in turn are linked to performance of marketing-mix activities. An analysis of 1287 marketing-mix activities reported by 439 U.S. managers reveals that firm strategy, metric orientation, type of marketing-mix activity, and firm and environmental characteristics are more useful than managerial characteristics in explaining use of marketing and financial metrics and that use of metrics is positively associated with marketing-mix performance. The results help identify conditions under which managers use fewer metrics and how metric use can be increased to improve marketing-mix performance."
482,"The Impact of Product Recalls on Future Product Reliability and Future Accidents: Evidence from the Automobile Industry","Kalaignanam, Kartik and Kushwaha, Tarun and Eilert, Meike","JOURNAL OF MARKETING","77","2","41-57","2013","MAR","Product Recalls;Product Reliability;Accidents;Shared Product Assets;Prior Brand Quality","","Although the goal of a product recall program is to enhance safety, little is known about whether firms learn from product recalls. This study tests the direct effect of product recalls on future accidents and future recall frequency and their indirect effect through future product reliability in the automobile industry. The authors test the hypotheses on 459 make/year observations involving 27 automobile makers between 1995 and 2011. The findings suggest that increases in recall magnitude lead to decreases in future number of injuries and recalls. This effect, in turn, is partially mediated by future changes in product reliability. The results also suggest that the positive relationship between recall magnitude and future product reliability is (1) stronger for firms with higher shared product assets and (2) weaker for brands of higher prior quality. The findings are robust across alternate measures and alternate model specifications and offer valuable insights for managerial practice and public policy."
483,"Rising from the Ashes: How Brands and Categories Can Overcome Product-Harm Crises","Cleeren, Kathleen and van Heerde, Harald J. and Dekimpe, Marnik G.","JOURNAL OF MARKETING","77","2","58-77","2013","MAR","Product-Harm Crisis;Product Recall;Defective Product;Purchase Behavior;Negative Publicity;Blame","","Product-harm crises are omnipresent in today's marketplace. Such crises can cause major revenue and market-share losses, lead to costly product recalls, and destroy carefully nurtured brand equity. Moreover, some of these effects may spill over to nonaffected competitors in the category when they are perceived to be guilty by association. The extant literature lacks generalizable knowledge on the effectiveness of different marketing adjustments that managers often consider to mitigate the consequences of such events. To fill this gap, the authors use large household-scanner panels to analyze 60 fast-moving consumer good product crises that occurred in the United Kingdom and the Netherlands and resulted in the full recall of an entire variety. The authors assess the effects of postcrisis advertising and price adjustments on the change in consumers' brand share and category purchases. In addition, they consider the extent to which the effects are moderated by two key crisis characteristics: the extent of negative publicity surrounding the event and whether the affected brand had to publicly acknowledge blame. Using the empirical findings, the authors provide context-specific managerial recommendations on how to overcome a product-harm crisis."
484,"When Do (and Don't) Normative Appeals Influence Sustainable Consumer Behaviors?","White, Katherine and Simpson, Bonnie","JOURNAL OF MARKETING","77","2","78-95","2013","MAR","Normative Appeals;Sustainability;Injunctive Norms;Descriptive Norms;Individual Self;Collective Self","","The authors explore how injunctive appeals (i.e., highlighting what others think one should do), descriptive appeals (i.e., highlighting what others are doing), and benefit appeals (i.e., highlighting the benefits of the action) can encourage consumers to engage in relatively unfamiliar sustainable behaviors such as grasscycling and composting. Across one field study and three laboratory studies, the authors demonstrate that the effectiveness of the appeal type depends on whether the individual or collective level of the self is activated. When the collective level of self is activated, injunctive and descriptive normative appeals are most effective, whereas benefit appeals are less effective in encouraging sustainable behaviors. When the individual level of self is activated, self-benefit and descriptive appeals are particularly effective. The positive effects of descriptive appeals for the individual self are related to the informational benefits that such appeals can provide. The authors propose a goal-compatibility mechanism for these results and find that a match of congruent goals leads to the most positive consumer responses. They conclude with a discussion of implications for consumers, marketers, and public policy makers."
485,"Can Brands Move In from the Outside? How Moral Identity Enhances Out-Group Brand Attitudes","Choi, Woo Jin and Winterich, Karen Page","JOURNAL OF MARKETING","77","2","96-111","2013","MAR","Brand Attitude;Moral Identity;Out-Group;Reference Group;Psychological Distance","","Consumers tend to have more favorable attitudes for their in-group brands than their out-group brands. However, little is known regarding how brand managers can overcome consumers' negative attitudes toward out-group brands. Drawing on the moral identity literature, the authors theorize that moral identity may enhance out-group (but not in-group) brand attitudes through decreased psychological distance. Four studies demonstrate that moral identity increases out-group brand attitudes. The authors also identify two important boundary conditions of this moral identity effect. These findings suggest that brand managers who want to overcome the less-than-favorable perceptions associated with out-group brands may benefit from drawing on consumers' moral identity in marketing communications. Theoretically, this research establishes that moral identity extends beyond prosocial behaviors to influence marketplace judgments (i.e., brand attitudes and categorization)."
486,"An Investigation of the Effectiveness of Uncertainty in Marketing Promotions Involving Free Gifts","Laran, Juliano and Tsiros, Michael","JOURNAL OF MARKETING","77","2","112-123","2013","MAR","Uncertainty;Promotions;Free Gift;Affect;Surprise","","The authors provide a framework to predict when uncertainty will have a beneficial or detrimental impact on marketing promotions involving free gifts. Whereas uncertainty (i.e., not knowing which free gift will be offered) decreases purchase likelihood when the decision is cognitive, it increases purchase likelihood when the decision is affective. Using field and laboratory studies, the authors demonstrate that when the decision involves affect, people like to be surprised and appreciate uncertainty in the purchase process. When the decision is cognitive, consumers appreciate having information about the product offer. This research has both theoretical implications for research on affect and uncertainty and practical implications for marketing managers designing and implementing promotional campaigns."
487,"To Buy or Not to Buy: Consumers' Demand Response Patterns for Healthy Versus Unhealthy Food","Talukdar, Debabrata and Lindsey, Charles","JOURNAL OF MARKETING","77","2","124-138","2013","MAR","Pricing;Food;Health;Social Networks;Fear","","The authors integrate research on impulsivity from the psychology area with standard economic theories of consumer demand to make novel predictions about the effects of market price changes on consumers' food consumption behavior. The results from multiple studies confirm that consumers exhibit undesirable asymmetric patterns of demand sensitivity to price changes for healthy and unhealthy food. For healthy food, demand sensitivity is greater for a price increase than for a price decrease. For unhealthy food, the opposite holds true. The research further shows that the undesirable patterns are attenuated or magnified for key policy-relevant factors that have been shown to decrease or increase impulsive purchase behavior, respectively. As the rising obesity trend brings American consumers' food consumption behavior under increased scrutiny, the focal findings hold significant implications for both public policy makers and food marketers."
488,"Why Do Customers Get More Than They Need? How Organizational Culture Shapes Product Capability Decisions","Lukas, Bryan A. and Whitwell, Gregory J. and Heide, Jan B.","JOURNAL OF MARKETING","77","1","1-12","2013","JAN","Organizational Culture;Customer Orientation;Competing Values Framework;Product Capability Provision;Product Decisions","","The capability level of a product that a firm provides to a customer is an important marketing decision. In the extant literature, the normative heuristic for this decision is one of matching of providing product capability levels that meet customer needs. However, industry evidence suggests that supplier firms routinely make product decisions that lead to overshot customers, whereby customers receive products with capabilities that exceed their requirements. The authors demonstrate how a supplier firm's organizational culture can cause overshooting scenarios and how these effects can be attenuated to the extent that the focal firm's basic values also reflect a customer orientation."
489,"Relationship Velocity: Toward A Theory of Relationship Dynamics","Palmatier, Robert W. and Houston, Mark B. and Dant, Rajiv P. and Grewal, Dhruv","JOURNAL OF MARKETING","77","1","13-30","2013","JAN","Relationship Velocity;Latent Growth Curve;Life Cycle;Commitment Velocity;Theory Of Relationship Dynamics","","The dynamic components of relational constructs should play an important role in driving performance. To take an initial step toward a theory of relationship dynamics, the authors introduce the construct of commitment velocity or the rate and direction of change in commitment-and articulate its important role in understanding relationships. In two studies, the authors demonstrate that commitment velocity has a strong impact on performance, beyond the impact of the level of commitment. In Study 1, modeling six years of longitudinal data in a latent growth curve analysis, the authors empirically demonstrate the significance of commitment velocity as a predictor of performance. In Study 2, the authors use matched multiple-source data to investigate the drivers of commitment velocity. Both customer trust and dynamic capabilities for creating value through exchange relationships (i.e., communication capabilities for exploring and investment capabilities for exploiting opportunities) affect commitment velocity. However, trust and communication capabilities become less impactful as a relationship ages, while investment capabilities grow more important. The authors offer three post hoc tenets that represent initial components of a theory of relationship dynamics that integrates two streams of relationship marketing research into a unified perspective."
490,"What Is Special About Marketing Organic Products? How Organic Assortment, Price, and Promotions Drive Retailer Performance","Bezawada, Ram and Pauwels, Koen","JOURNAL OF MARKETING","77","1","31-51","2013","JAN","Organic Products;Food Marketing;Empirical Generalizations;Cross-Category;Marketing Mix;Vector Autoregressive Models","","Higher sales and margins are key goals for retailers promoting emerging products, such as organics, but little is known about their marketing effectiveness and their cross-effects on conventional product sales. Extant research reports conflicting results about price and promotional sensitivity for organic products and does not address the impact of organic assortment. This article calculates long-term own- and cross-elasticities of organic and conventional product sales in response to changes in assortment, price, and promotions. Using a rich data set of 56 categories, the authors test hypotheses on how different costs and benefits of organic products affect these elasticities. They find that enduring actions, such as assortment and regular price changes, have a higher elasticity for organics than for conventional products. In contrast with common wisdom, even core organic consumers are sensitive to these actions. Increasing organic assortment and promotion breadth yields higher profits for the total category, as do more frequent promotions on conventional products. The category comparison yields specific advice with regard to where larger assortment and lower prices versus more and deeper promotions are most effective."
491,"The Sales Lead Black Hole: On Sales Reps' Follow-Up of Marketing Leads","Sabnis, Gaurav and Chatterjee, Sharmila C. and Grewal, Rajdeep and Lilien, Gary L.","JOURNAL OF MARKETING","77","1","52-67","2013","JAN","Sales Leads;Lead Qualification;Sales Force;Sales Marketing Alignment;Sales Follow-Up","","The sales lead black hole the 70% of leads generated by marketing departments that sales representatives do not pursue-may result from competing demands on sales reps' time. Using the motivation-opportunity-ability framework, the authors consider factors that influence sales reps' pursuit (or lack thereof) of marketing and self-generated leads. The proportion of time that sales reps devote to marketing leads depends on organizational lead prequalification and managerial tracking processes (extrinsic motivation), as well as marketing lead volume (opportunity), and sales rep experience and performance (ability). Consistent with a person-situation framework, individual sales rep factors should also moderate the influence of organizational processes on lead follow-up. Data from 461 sales reps employed by four firms confirm that as sales reps' experience increases, their responses to managerial tracking of lead follow-up and marketing lead volume decrease; responses to the quality of the lead prequalification process increase. As sales reps' performance improves, their response to the volume of marketing leads increases, but their response to managerial tracking decreases. The interplay of individual sales reps' abilities and organizational marketing and sales processes explains differences in sales reps' follow-up of marketing leads.'"
492,"Defining, Measuring, and Managing Business Reference Value","Kumar, V. and Petersen, J. Andrew and Leone, Robert P.","JOURNAL OF MARKETING","77","1","68-86","2013","JAN","Client References;Business Reference Value;Customer Lifetime Value;Business-To-Business Marketing","","It is common for business-to-business firms to use references from client firms when trying to influence prospects to become new customers. In this study, the authors define the concept of business reference value (BRV) as the ability of a client's reference to influence prospects to purchase and the degree to which it does so. They develop a three-step method to compute BRV for a given client using a retrospective reported measure of reference value. Next, they use data from a financial services and a telecommunications firm to identify and empirically test the drivers of BRV. These drivers fall into four categories: (1) length of client relationship, (2) client firm size, (3) reference media format, and (4) reference congruency. Next, the authors empirically show that clients that have the highest BRV are not the same as the clients that have the highest customer lifetime value. They also show that an average client that is high on BRV has significantly different characteristics from the average client that is low on BRV. Finally, they derive implications for managing BRV."
493,"More Than Words: The Influence of Affective Content and Linguistic Style Matches in Online Reviews on Conversion Rates","Ludwig, Stephan and de Ruyter, Ko and Friedman, Mike and Brueggen, Elisabeth C. and Wetzels, Martin and Pfann, Gerard","JOURNAL OF MARKETING","77","1","87-103","2013","JAN","Online Customer Reviews;Affective Content;Linguistic Style Match;Conversion Rate;Internet Marketing","","Customers increasingly rely on other consumers' reviews to make purchase decisions online. New insights into the customer review phenomenon can be derived from studying the semantic content and style properties of verbatim customer reviews to examine their influence on online retail sites' conversion rates. The authors employ text mining to extract changes in affective content and linguistic style properties of customer book reviews on Amazon.com. A dynamic panel data model reveals that the influence of positive affective content on conversion rates is asymmetrical, such that greater increases in positive affective content in customer reviews have a smaller effect on subsequent increases in conversion rate. No such tapering-off effect occurs for changes in negative affective content in reviews. Furthermore, positive changes in affective cues and increasing congruence with the product interest group's typical linguistic style directly and conjointly increase conversion rates. These findings suggest that managers should identify and promote the most influential reviews in a given product category, provide instructions to stimulate reviewers to write powerful reviews, and adapt the style of their own editorial reviews to the relevant product category."
494,"Good and Guilt-Free: The Role of Self-Accountability in Influencing Preferences for Products with Ethical Attributes","Peloza, John and White, Katherine and Shang, Jingzhi","JOURNAL OF MARKETING","77","1","104-119","2013","JAN","Self-Accountability;Ethical Products;Green Marketing;Sustainability;Environment","","The market share of brands positioned using ethical attributes typically lags behind brands that promote attributes related to product performance. Across four studies, the authors show that situational factors that heighten consumers' self-accountability (i.e., activation of their desire to live up to their self-standards) lead to increased preferences for products promoted through their ethical attributes. They investigate their predictions regarding self-accountability in multiple ways, including examining the moderating roles of awareness of the discrepancy between a person's internal standards and actual behavior, self-accountability priming, and the presence of others in the decision context. Furthermore, they demonstrate that the subtle activation of self-accountability leads to more positive reactions to ethical appeals than explicit guilt appeals. Finally, they show that preference for a product promoted through ethical appeals is driven by the desire to avoid anticipated guilt, beyond the effects of impression management. Taken together, the results suggest that marketers positioning products through ethical attributes should subtly activate consumer self-accountability rather than using more explicit guilt appeals."
