index,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
1173,"Positioning on a Multiattribute Landscape","Adner, Ron and Csaszar, Felipe A. and Zemsky, Peter B.","MANAGEMENT SCIENCE","60","11","2794-2815","2014","NOV","Competitive Positioning;Trade-Offs;Value-Based Strategy;Nk Landscape","","Competitive positioning is a central, yet understudied, topic in strategy. Understanding positioning requires understanding two distinct mappings: how underlying policies are transformed into positions, and how positions are transformed into market performance. A complete treatment of positioning requires incorporating organizational design in the presence of policy interdependence; consumer choice in the presence of trade-offs among multiple product attributes; and competitive interactions among firms. We develop a model that integrates these elements. We show that in a multiattribute setting, trade-offs have critical, nonmonotonic effects on a range of strategy questions including the relationship between positions that are operationally efficient and those that remain viable in the face of competition as well as the concentration of market share in the industry. Of particular interest are implications for firm heterogeneity. We show that increases in business policy interdependence can decrease positioning heterogeneity among firms in an industry, depending on the nature of trade-offs. We also show that the relationship between strategy heterogeneity and positioning heterogeneity is moderated by the extent of policy interdependence."
1174,"Price Advertising by Manufacturers and Dealers","Xu, Linli and Wilbur, Kenneth C. and Siddarth, S. and Silva-Risso, Jorge M.","MANAGEMENT SCIENCE","60","11","2816-2834","2014","NOV","Advertising;Automobiles;Channels;Choice Modeling;Demand Estimation","","The central prediction of the current paper is that manufacturer price advertising may be a less effective tool for influencing demand than retailer price advertising. We manipulate the source of a price advertisement in an experiment run on a sample of pickup truck owners. Manufacturer price advertising leads to lower indicators of potential demand than dealer price advertising, even among consumers who are experienced with the brand. An econometric analysis of pickup truck sales, price, and advertising data shows that this effect is large enough to detect in market data. Manufacturer and dealer price advertising both increase the demand intercept and the responsiveness of demand to price, but the effects of dealer price advertising are larger. Although dealer price advertising is more effective than manufacturer price advertising, manufacturer price advertising may still be useful to reduce channel conflict."
1175,"The Impact of Corporate Sustainability on Organizational Processes and Performance","Eccles, Robert G. and Ioannou, Ioannis and Serafeim, George","MANAGEMENT SCIENCE","60","11","2835-2857","2014","NOV","Organizational Studies;Strategy;Effectiveness Performance;Behavior;Sustainability","","We investigate the effect of corporate sustainability on organizational processes and performance. Using a matched sample of 180 U. S. companies, we find that corporations that voluntarily adopted sustainability policies by 1993-termed as high sustainability companies-exhibit by 2009 distinct organizational processes compared to a matched sample of companies that adopted almost none of these policies-termed as low sustainability companies. The boards of directors of high sustainability companies are more likely to be formally responsible for sustainability, and top executive compensation incentives are more likely to be a function of sustainability metrics. High sustainability companies are more likely to have established processes for stakeholder engagement, to be more long-term oriented, and to exhibit higher measurement and disclosure of nonfinancial information. Finally, high sustainability companies significantly outperform their counterparts over the long term, both in terms of stock market and accounting performance."
1176,"Counterfeiters: Foes or Friends? How Counterfeits Affect Sales by Product Quality Tier","Qian, Yi","MANAGEMENT SCIENCE","60","10","2381-2400","2014","OCT","Counterfeit;Intellectual Property Rights;China;Fashion","","A key concern about counterfeits and weak intellectual property protection is that they may hamper innovation by displacing legitimate sales. This paper combines a natural policy experiment with randomized lab experiments to estimate the heterogeneous impacts of counterfeiting on the sales and consumer purchase intent related to branded products of various quality levels. I collect new product-line-level panel data (1993-2004) on Chinese shoe companies. I identify heterogeneous effects of counterfeit entry on sales of authentic products of three quality tiers, finding that counterfeits have both advertising effects for a brand and substitution effects for authentic products, additionally the effects linger for some years. The advertising effect dominates the substitution effect for high-end authentic product sales, and the substitution effect outweighs the advertising effect for low-end product sales. The positive effect of counterfeits is most pronounced for high-fashion products (such as women's high-leg boots and dress shoes), shoes tailored to young customers, and high-end products of brands not yet well-known at the time of counterfeiter entry."
1177,"A Demand Estimation Procedure for Retail Assortment Optimization with Results from Implementations","Fisher, Marshall and Vaidyanathan, Ramnath","MANAGEMENT SCIENCE","60","10","2401-2415","2014","OCT","Assortment Planning;Retailer Operations;Statistics;Estimation","","We consider the problem of choosing, from a set of N potential stock-keeping units (SKUs) in a retail category, K SKUs to be carried at each store to maximize revenue or profit. Assortments can vary by store, subject to a maximum number of different assortments. We view a SKU as a set of attribute levels and also model possible substitutions when a customer's first choice is not in the assortment. We apply maximum likelihood estimation to sales history of the SKUs currently carried by the retailer to estimate the demand for attribute levels and substitution probabilities, and from this, the demand for any potential SKU, including those not currently carried by the retailer. We specify several alternative heuristics for choosing SKUs to be carried in an assortment. We apply this approach to optimize assortments for three real examples: snack cakes, tires, and automotive appearance chemicals. A portion of our recommendations for tires and appearance chemicals were implemented and produced sales increases of 5.8% and 3.6%, respectively, which are significant improvements relative to typical retailer annual comparable store revenue increases. We also forecast sales shares of 1, 11, and 25 new SKUs for the snack cake, tire, and automotive appearance chemical applications, respectively, with mean absolute percentage errors (MAPEs) of 16.2%, 19.1%, and 28.7%, which compares favorably to the 30.7% MAPE for chain sales of two new SKUs reported by Fader and Hardie (1996)."
1178,"Does Inventory Productivity Predict Future Stock Returns? A Retailing Industry Perspective","Alan, Yasin and Gao, George P. and Gaur, Vishal","MANAGEMENT SCIENCE","60","10","2416-2434","2014","OCT","Operations-Finance Interface;Retail Operations;Inventory Productivity;Empirical Asset Pricing","","We find that inventory productivity strongly predicts future stock returns among a sample of publicly listed U. S. retailers during the period from 1985 to 2010. A zero-cost portfolio investment strategy, which consists of buying from the two highest and selling from the two lowest quintiles formed on inventory turnover, earns more than 1% average monthly abnormal return benchmarked to the Fama-French-Carhart four-factor model. Our results are robust to different measures of inventory productivity, distinct from the well-known firm characteristics known to generate abnormal returns, and not driven by a particular subsample period. A longitudinal analysis of portfolio returns over longer holding periods shows that although inventory productivity is predictive of stock returns, its information dissipates about one to two years after release."
1179,"Trust, Trustworthiness, and Information Sharing in Supply Chains Bridging China and the United States","Oezer, Oezalp and Zheng, Yanchong and Ren, Yufei","MANAGEMENT SCIENCE","60","10","2435-2460","2014","OCT","Trust;Trustworthiness;Collectivism;Individualism;Western Stereotypes;Guanxi;China;Forecast Information;Behavioral Economics;Experimental Economics","","Whether and how trust and trustworthiness differ between a collectivist society, e. g., China, and an individualistic one, e. g., the United States, generates much ongoing scientific debate and bears significant practical values for managing cross-country transactions. We experimentally investigate how supply chain members' countries of origin-China versus the United States-affect trust, trustworthiness, and strategic information sharing behavior in a cross-country supply chain. We consider a two-tier supply chain in which the upstream supplier solicits demand forecast information from the retailer to plan production; but the retailer has an incentive to manipulate her forecast to ensure abundant supply. The levels of trust and trustworthiness in the supply chain and supplier's capability to determine the optimal production quantity affect the efficacy of forecast sharing and the resulting profits. We develop an experimental design to disentangle these three aspects and to allow for real-time interactions between geographically distant and culturally heterogeneous participants. We observe that, when there is no prospect for long-term interactions, our Chinese participants consistently exhibit lower spontaneous trust and trustworthiness than their U. S. counterparts do. We quantify the differences in trust and trustworthiness between the two countries, and the resulting impact on supply chain efficiency. We also show that Chinese individuals exhibit higher spontaneous trust toward U. S. partners than Chinese ones, primarily because they perceive that individuals from the United States are more trusting and trustworthy in general. This positive perception toward U. S. people is indeed consistent with the U. S. participants' behavior in forecast sharing. In addition, we quantify that a Chinese supply chain enjoys a larger efficiency gain from repeated interactions than a U. S. one does, as the prospect of building a long-term relationship successfully sustains trust and trustworthiness by Chinese partners. We advocate that companies can reinforce the positive perception of westerners held by the Chinese population and commit to long-term relationships to encourage trust by Chinese partners. Finally, we also observe that both populations exhibit similar pull-to-center bias when solving a decision problem under uncertainty (i.e., the newsvendor problem). Data, as supplemental material, are available at http://dx.doi.org/10.1287/mnsc.2014.1905."
1180,"Subsidizing the Distribution Channel: Donor Funding to Improve the Availability of Malaria Drugs","Taylor, Terry A. and Xiao, Wenqiang","MANAGEMENT SCIENCE","60","10","2461-2477","2014","OCT","Global Health Supply Chains;Developing Country Supply Chains;Subsidies","","In countries that bear the heaviest burden of malaria, most patients seek medicine for the disease in the private sector. Because the availability and affordability of recommended malaria drugs provided by the private-sector distribution channel is poor, donors (e. g., the Global Fund) are devoting substantial resources to fund subsidies that encourage the channel to improve access to these drugs. A key question for a donor is whether it should subsidize the purchases and/or the sales of the private-sector distribution channel. We show that the donor should only subsidize purchases and should not subsidize sales. We characterize the robustness of this result to four key assumptions: the product's shelf life is long, the retailer has flexibility in setting the price, the retailer is the only level in the distribution channel, and retailers are homogeneous."
1181,"Turnover: Liquidity or Uncertainty?","Barinov, Alexander","MANAGEMENT SCIENCE","60","10","2478-2495","2014","OCT","Liquidity;Idiosyncratic Volatility;Uncertainty;Turnover;Aggregate Volatility Risk","","I show that turnover is unrelated to several alternative measures of liquidity risk and in most cases negatively, not positively, related to liquidity. Consequently, neither liquidity nor liquidity risk explains why higher turnover predicts lower future returns. I find that the aggregate volatility risk factor explains why higher turnover predicts lower future returns. This paper shows that the negative relation between turnover and future returns is stronger for firms with option-like equity, and this regularity is also explained by the aggregate volatility risk factor."
1182,"Marriage and Managers' Attitudes to Risk","Roussanov, Nikolai and Savor, Pavel","MANAGEMENT SCIENCE","60","10","2496-2508","2014","OCT","Marriage;Risk;Ceo;Investment;Volatility;Divorce","","Marital status can both reflect and affect individual preferences. We explore the impact of marriage on corporate chief executive officers (CEOs) and find that firms run by single CEOs exhibit higher stock return volatility, pursue more aggressive investment policies, and do not respond to changes in idiosyncratic risk. These effects are weaker for older CEOs. Our findings continue to hold when we use variation in divorce laws across states to instrument for CEO marital status, which supports the hypothesis that marriage itself drives choices rather than it just reflecting innate heterogeneity in preferences. We explore various potential explanations for why single CEOs may be less risk averse. Data, as supplemental material, are available at http://dx.doi.org/10.1287/mnsc.2014.1926."
1183,"Information Aggregation and Allocative Efficiency in Smooth Markets","Iyer, Krishnamurthy and Johari, Ramesh and Moallemi, Ciamac C.","MANAGEMENT SCIENCE","60","10","2509-2524","2014","OCT","Information Aggregation;Perfect Bayesian Equilibrium;Risk Aversion","","Recent years have seen extensive investigation of the information aggregation properties of markets. However, relatively little is known about conditions under which a market will aggregate the private information of rational risk-averse traders who optimize their portfolios over time; in particular, what features of a market encourage traders to ultimately reveal their private information through trades? We consider a market model involving finitely many informed risk-averse traders interacting with a market maker. Our main result identifies a basic asymptotic smoothness condition on prices in the market that ensures information is aggregated as long as portfolios converge; furthermore, under this assumption, the allocation achieved is ex post Pareto efficient. Asymptotic smoothness is fairly mild: it requires that, eventually, infinitesimal purchases or sales should see the same per-unit price. Notably, we demonstrate that, under some mild conditions, algorithmic markets based on cost functions (or, equivalently, markets based on market scoring rules) aggregate the information of traders."
1184,"Sequential Search and Learning from Rank Feedback: Theory and Experimental Evidence","Palley, Asa B. and Kremer, Mirko","MANAGEMENT SCIENCE","60","10","2525-2542","2014","OCT","Sequential Search;Optimal Stopping;Behavioral Decision Making;Secretary Problem","","T his paper studies the effect of limited information in a sequential search setting where a single selection is to be made from a set of random potential options. We consider both a full-information problem, where the decision maker observes the exact value of each option as she searches, and a partial-information problem, in which the decision maker only learns the rank of the current option relative to the options that have already been observed. We develop a model that allows for a sharp contrast between search behavior in the two information settings, both theoretically and empirically. We present the results of an experiment that tests, and supports, the key prediction of our model analysis-limited information induces longer search. Our data further suggest systematic deviations from the theoretical benchmarks in both informational settings. Importantly, subjects in our partial-information conditions are prone to stop prematurely during early stages of the search process and to suboptimally continue the search during late stages. We propose a simple model that succinctly captures the interplay of two symmetric choice and judgment biases that have asymmetric (but opposing) effects on the length of search. Data, as supplemental material, are available at http://dx.doi.org/10.1287/mnsc.2014.1902."
1185,"Electronic Medical Records and Physician Productivity: Evidence from Panel Data Analysis","Bhargava, Hemant K. and Mishra, Abhay Nath","MANAGEMENT SCIENCE","60","10","2543-2562","2014","OCT","Arellano-Bond Gmm Estimation;Dynamic Panel Model;Electronic Medical Records;Emr;Emr Productivity;Health Informatics;It Productivity;Physician Learning;Physician Productivity;Task-Technology Fit;Work Relative Value Units","","This paper studies the impact of an electronic medical record (EMR) system on the productivity of physicians. Physicians influence a vast majority of treatment decisions and are central to the care delivery process; thus, it is important to understand how EMRs may impact the nature of their work. Our research builds on prior literature on physician productivity, IT productivity, and task-technology fit theory. We use a unique panel data set comprising 87 physicians specializing in internal medicine, pediatrics, and family practice, located in 12 primary care clinics of an academic healthcare system in the western United States. We employ the Arellano-Bond system generalized method of moments estimation technique on our data set, which contains 3,186 physician-month productivity observations collected over 39 months. We find that productivity drops sharply immediately after technology implementation and recovers partly over the next few months. The ultimate, longer-term impact depends on physician specialty. The net impact of the EMR system is more benign on internal medicine physicians than on pediatricians and family practitioners. We postulate that the fit provided by an EMR system to the task requirements of physicians of various specialties may be key to disentangling the productivity dynamics. Our research finds that on one hand, present-day EMR systems do not produce the kind of productivity gain that could lead to substantial savings in healthcare; at the same time, EMRs do not cause a major productivity loss on a sustained basis, as many physicians fear."
1186,"The Fresh Start Effect: Temporal Landmarks Motivate Aspirational Behavior","Dai, Hengchen and Milkman, Katherine L. and Riis, Jason","MANAGEMENT SCIENCE","60","10","2563-2582","2014","OCT","Goals;Motivation;Self-Control;Temporal Landmarks;Mental Accounting","","The popularity of New Year's resolutions suggests that people are more likely to tackle their goals immediately following salient temporal landmarks. If true, this little-researched phenomenon has the potential to help people overcome important willpower problems that often limit goal attainment. Across three archival field studies, we provide evidence of a fresh start effect. We show that Google searches for the term diet (Study 1), gym visits (Study 2), and commitments to pursue goals (Study 3) all increase following temporal landmarks (e. g., the outset of a new week, month, year, or semester; a birthday; a holiday). We propose that these landmarks demarcate the passage of time, creating many new mental accounting periods each year, which relegate past imperfections to a previous period, induce people to take a big-picture view of their lives, and thus motivate aspirational behaviors. Data, as supplemental material, are available at http://dx.doi.org/10.1287/mnsc.2014.1901."
1187,"Constrained Assortment Optimization for the Nested Logit Model","Gallego, Guillermo and Topaloglu, Huseyin","MANAGEMENT SCIENCE","60","10","2583-2601","2014","OCT","Assortment Optimization;Nested Logit Model;Revenue Management","","We study assortment optimization problems where customer choices are governed by the nested logit model and there are constraints on the set of products offered in each nest. Under the nested logit model, the products are organized in nests. Each product in each nest has a fixed revenue associated with it. The goal is to find a feasible set of products, i.e., a feasible assortment, to maximize the expected revenue per customer. We consider cardinality and space constraints on the offered assortment, which limit the number of products and the total space consumption of the products offered in each nest, respectively. We show that the optimal assortment under cardinality constraints can be obtained efficiently by solving a linear program. The assortment optimization problem under space constraints is NP-hard. We show how to obtain an assortment with a performance guarantee of 2 under space constraints. This assortment also provides a performance guarantee of 1/(1 - is an element of) when the space requirement of each product is at most a fraction. of the space availability in each nest. Building on our results for constrained assortment optimization, we show that we can efficiently solve joint assortment optimization and pricing problems under the nested logit model, where we choose the assortment of products to offer to customers, as well as the prices of the offered products. Data, as supplemental material, are available at http://dx.doi.org/10.1287/mnsc.2014.1931."
1188,"Conflicting Social Codes and Organizations: Hygiene and Authenticity in Consumer Evaluations of Restaurants","Lehman, David W. and Kovacs, Balazs and Carroll, Glenn R.","MANAGEMENT SCIENCE","60","10","2602-2617","2014","OCT","Organizations;Institutions;Social Codes;Authenticity;Regulatory Noncompliance;Consumer Value Ratings;Restaurants;Health Grades","","Organization theory highlights the spread of norms of rationality in contemporary life. Yet rationality does not always spread without friction; individuals often act based on other beliefs and norms. We explore this problem in the context of restaurants and diners. We argue that consumers potentially apply either of two social codes when forming value judgments about restaurants: (1) an apparently rational science-based code of hygiene involving compliance with local health regulations or (2) a context-activated code of authenticity involving conformity to cultural norms. We propose that violations of the hygiene code recede in importance when the authenticity code is activated. This claim is supported by empirical analyses of 442,086 online consumer reviews and 52,740 governmental health inspections conducted from 2004 to 2011."
1189,"Are Consumers Strategic? Structural Estimation from the Air-Travel Industry","Li, Jun and Granados, Nelson and Netessine, Serguei","MANAGEMENT SCIENCE","60","9","2114-2137","2014","SEP","Econometrics;Structural Estimation;Air Travel;Strategic Customer Behavior","","Consumers often consider delaying a purchase strategically, anticipating that prices might decrease. Combining two unique data sources from the air-travel industry (posted fare data and booking data), we use a structural model to estimate the fraction of strategic consumers in the population, assuming different levels of sophistication in consumers' perception of future prices: perfect foresight and weak-and strong-form rational expectations. We find that 5.2% to 19.2% of the population is strategic across markets, measured by the first and third quartiles. Our intermarket analysis indicates that shorter trips with more attractive outside options are populated with more strategic consumers. Using a nonparametric approach, we further find that most strategic consumers arrive either at the beginning of the booking horizon or close to departure. Finally, our counterfactual analysis shows that, contrary to conventional wisdom, the presence of strategic consumers does not necessarily hurt revenues. Rather, the impact varies by market. Commitment to a nondecreasing pricing strategy is more likely to benefit business markets than leisure markets, or it could even hurt leisure markets. Intermarket analysis shows that city pairs with lower Internet penetration, higher average price, and shorter distances tend to benefit more from such commitment as well."
1190,"Crowdsourcing New Product Ideas Under Consumer Learning","Huang, Yan and Singh, Param Vir and Srinivasan, Kannan","MANAGEMENT SCIENCE","60","9","2138-2159","2014","SEP","Crowdsourcing;Structural Modeling;Dynamic Learning;Heterogeneity;Econometric Analyses;Utility","","We propose a dynamic structural model that illuminates the economic mechanisms shaping individual behavior and outcomes on crowdsourced ideation platforms. We estimate the model using a rich data set obtained from IdeaStorm.com, a crowdsourced ideation initiative affiliated with Dell. We find that, on IdeaStorm.com, individuals tend to significantly underestimate the costs to the firm for implementing their ideas but overestimate the potential of their ideas in the initial stages of the crowdsourcing process. Therefore, the idea market is initially overcrowded with ideas that are less likely to be implemented. However, individuals learn about both their abilities to come up with high-potential ideas as well as the cost structure of the firm from peer voting on their ideas and the firm's response to contributed ideas. We find that individuals learn rather quickly about their abilities to come up with high-potential ideas, but the learning regarding the firm's cost structure is quite slow. Contributors of low-potential ideas eventually become inactive, whereas the high-potential idea contributors remain active. As a result, over time, the average potential of generated ideas increases while the number of ideas contributed decreases. Hence, the decrease in the number of ideas generated represents market efficiency through self-selection rather than its failure. Through counterfactuals, we show that providing more precise cost signals to individuals can accelerate the filtering process. Increasing the total number of ideas to respond to and improving the response speed will lead to more idea contributions. However, failure to distinguish between high-and low-potential ideas and between high-and low-ability idea generators leads to the overall potential of the ideas generated to drop significantly."
1191,"Should Event Organizers Prevent Resale of Tickets?","Cui, Yao and Duenyas, Izak and Sahin, Oezge","MANAGEMENT SCIENCE","60","9","2160-2179","2014","SEP","Events;Ticket Resale;Fixed Pricing;Multiperiod Pricing;Options","","We are interested in whether preventing resale of tickets benefits the capacity providers for sporting and entertainment events. Common wisdom suggests that ticket resale is harmful to event organizers' revenues, and event organizers have tried to prevent resale of tickets. For instance, Ticketmaster recently proposed paperless (nontransferrable) ticketing, which would severely limit the opportunity to resell tickets. We consider a model that allows resale from both consumers and speculators with different transaction costs for each party. Surprisingly, we find that this wisdom is incorrect when event organizers use fixed pricing policies; in fact, event organizers benefit from reductions in consumers' (and speculators') transaction costs of resale. Even when multiperiod pricing policies are used, we find that an event organizer may still benefit from ticket resale if his capacity is small. Although paperless ticketing is suggested as a way to reduce ticket resale and prevent speculators from buying tickets, our results suggest that it may reduce the capacity providers' revenues in many situations. Instead, we propose ticket options as a novel ticket pricing mechanism. We show that ticket options (where consumers would initially buy an option to buy a ticket and then exercise at a later date) naturally reduce ticket resale significantly and result in significant increases in event organizers' revenues. Furthermore, since a consumer only risks the option price (and not the whole ticket price) if she cannot attend the event, options may face less consumer resistance than paperless tickets."
1192,"Commissions and Sales Targets Under Competition","Gallego, Guillermo and Talebian, Masoud","MANAGEMENT SCIENCE","60","9","2180-2197","2014","SEP","Provider-Broker Competition;Contract Theory;Quantity Discount;Game Theory","","We consider a game between two capacity providers that compete for customers through a broker who earns commissions on sales and sells to both loyal and nonloyal customers. The providers compete by selecting commission margins and sales targets above which the margins on total sales increase. We study the contract form in equilibrium and the effect that sales targets have on the profit split between the providers and the broker. We show that in equilibrium, contracts require positive sales targets that can be best described as a mechanism for the larger provider to profit at the expense of the smaller provider. The effect of sales targets is different when commission margins are exogenous and the providers compete by setting targets. In this case, it is the low-margin provider who benefits from sales targets at the expense of the broker, who in this context resists the imposition of targets."
1193,"Contracts, Biases, and Consumption of Access Services","Leider, Stephen and Sahin, Oezge","MANAGEMENT SCIENCE","60","9","2198-2222","2014","SEP","Economics;Behavior And Behavioral Decision Making;Marketing;Pricing;Microeconomics;Intertemporal Choice;Decision Analysis;Applications;Industrial Organization;Market Structure;Firm Strategy;Market Performance","","W e study theoretically and empirically the consumption of access services. We demonstrate that consumption is affected by contract structure (pay-per-use versus three-part tariffs) even if the optimal consumption plans are identical. We find that, although there is extensive individual heterogeneity, on average, consumers' choices follow a structure that is similar to a nearly optimal heuristic and correctly react to imbalances between the number of free calls and call opportunities remaining. However, consumers use the free units too quickly, leading to overconsumption and lost surplus. These errors are partially driven by mistaken beliefs about the value distribution. We also measure subjects' willingness to pay for a contract with free access units, and we find that nearly half of subjects are willing to pay at least the full per-unit price, with a substantial fraction willing to overpay. In response, the optimal firm strategy offers a three-part tariff at a very small discount, which increases revenue by 8%-14% compared to only offering a pay-per-use contract."
1194,"Environmental Externalities and Cost of Capital","Chava, Sudheer","MANAGEMENT SCIENCE","60","9","2223-2247","2014","SEP","Environmental Externalities;Financial Institutions;Banks;Cost Of Capital;Finance;Investment","","I analyze the impact of a firm's environmental profile on its cost of equity and debt capital. Using implied cost of capital derived from analysts' earnings estimates, I find that investors demand significantly higher expected returns on stocks excluded by environmental screens (such as hazardous chemical, substantial emissions, and climate change concerns) compared to firms without such environmental concerns. Lenders also charge a significantly higher interest rate on the bank loans issued to firms with these environmental concerns. I provide evidence that the environmental profile of a firm is not simply proxying for an omitted component of its default risk. Further, firms with these environmental concerns have lower institutional ownership and fewer banks participate in their loan syndicate than firms without such environmental concerns. These results suggest that exclusionary socially responsible investing and environmentally sensitive lending can have a material impact on the cost of equity and debt capital of affected firms."
1195,"Nonlinear Kalman Filtering in Affine Term Structure Models","Christoffersen, Peter and Dorion, Christian and Jacobs, Kris and Karoui, Lotfi","MANAGEMENT SCIENCE","60","9","2248-2268","2014","SEP","Kalman Filtering;Nonlinearity;Term Structure Models;Swaps;Caps;Particle Filtering","","The extended Kalman filter, which linearizes the relationship between security prices and state variables, is widely used in fixed-income applications. We investigate whether the unscented Kalman filter should be used to capture nonlinearities and compare the performance of the Kalman filter with that of the particle filter. We analyze the cross section of swap rates, which are mildly nonlinear in the states, and cap prices, which are highly nonlinear. When caps are used to filter the states, the unscented Kalman filter significantly outperforms its extended counterpart. The unscented Kalman filter also performs well when compared with the much more computationally intensive particle filter. These findings suggest that the unscented Kalman filter may be a good approach for a variety of problems in fixed-income pricing."
1196,"What Do Credit Markets Tell Us About the Speed of Leverage Adjustment?","Elkamhi, Redouane and Pungaliya, Raunaq S. and Vijh, Anand M.","MANAGEMENT SCIENCE","60","9","2269-2290","2014","SEP","Capital Structure;Speed Of Adjustment;Bond Spread;Cds Spread;Predicted Leverage","","This paper proposes a new methodology to infer investors' expectations about the speed of leverage adjustment implicit in the prices of credit instruments. On average, the credit markets imply a fairly rapid annual speed of adjustment of 26% toward a firm's predicted leverage. The speed varies considerably across partitions formed by the differential implications of the pecking order, market timing, and trade-off theories of capital structure. This finding suggests that investors' expectations are formed in accordance with all three theories. We also show that the addition of firm fixed effects in the predicted leverage model gives noisier estimates of investors' expectations of future leverage, and that a firm's initial leverage is a poor estimate of its future leverage."
1197,"Optimal Credit Swap Portfolios","Giesecke, Kay and Kim, Baeho and Kim, Jack and Tsoukalas, Gerry","MANAGEMENT SCIENCE","60","9","2291-2307","2014","SEP","Finance;Investments;Portfolio Optimization;Credit Swaps","","This paper formulates and solves the selection problem for a portfolio of credit swaps. The problem is cast as a goal program that entails a constrained optimization of preference-weighted moments of the portfolio value at the investment horizon. The portfolio value takes account of the exact timing of protection premium and default loss payments, as well as any mark-to-market profits and losses realized at the horizon. The constraints address collateral and solvency requirements, initial capital, position limits, and other trading constraints that credit swap investors often face in practice. The multimoment formulation accommodates the complex distribution of the portfolio value, which is a nested expectation under risk-neutral and actual probabilities. It also generates computational tractability. Numerical results illustrate the features of optimal portfolios. In particular, we find that credit swap investment constraints can have a significant impact on optimal portfolios, even for simple investment objectives. Our problem formulation and solution approach extend to corporate bond portfolios and mixed portfolios of corporate bonds and credit derivatives."
1198,"Financing and Investment Efficiency, Information Quality, and Accounting Biases","Nan, Lin and Wen, Xiaoyan","MANAGEMENT SCIENCE","60","9","2308-2323","2014","SEP","Accounting;Cost-Benefit Analysis;Decision Analysis","","In this paper, we investigate the effect of accounting biases on firms' financing decisions and the role of accounting biases in endogenous information quality. We show that in industries with generally low-profit prospects, a downward-biased accounting system performs better than a neutral accounting system, and a more downward bias helps mitigate both investment and financing inefficiency; whereas for industries with generally high-profit prospects, an upward-biased accounting system is better than a neutral accounting system, and a more upward bias helps improve financing efficiency. In addition, we find that a more downward-biased accounting system motivates good firms to exert more effort to improve the information quality, which improves overall efficiency."
1199,"Does Short Selling Amplify Price Declines or Align Stocks with Their Fundamental Values?","Curtis, Asher and Fargher, Neil L.","MANAGEMENT SCIENCE","60","9","2324-2340","2014","SEP","Short Selling;Price Declines;Fundamental Analysis;Market Regulation","","Critics of short selling argue that short sellers amplify price declines by targeting firms with falling prices in an unwarranted manner. Contrary to this viewpoint, we find that increases in short interest for firms following a price decline are associated with measures of overpricing based on financial statement analysis. Our results extend to short-selling activity following marketwide declines. We also find evidence consistent with the profitability of short selling following price declines being driven by valuation-based positions. Overall, our findings suggest short sellers primarily undertake valuation-based strategies following price declines and have implications for regulators. Limiting short selling following price declines is likely to impede efficient price discovery."
1200,"Friendships and Search Behavior in Labor Markets","Sterling, Adina D.","MANAGEMENT SCIENCE","60","9","2341-2354","2014","SEP","Labor;Organizational Studies;Networks","","This paper examines how organizations use employee networks to contend with job seekers' search behavior. According to prior research, in markets where job seekers engage in nonsequential job search, organizations respond with tactics such as exploding offers and recruiting candidates earlier. In this paper, I posit that organizations have a social structural response. I argue that in an attempt to avoid problems related to candidates' job search, organizations are more likely to provide job offers to candidates with friends in the hiring organization than to those without friends. I test and find support for this hypothesis in a study of entry-level professionals in business and law. After a period of trial employment, candidates were more likely to receive job offers from organizations if they had a friend employed there than if they did not. The implications of this study for research on labor markets, networks, and inequality are discussed."
1201,"Does Social Proximity Enhance Business Partnerships? Theory and Evidence from Ethnicity's Role in US Venture Capital","Hegde, Deepak and Tumlinson, Justin","MANAGEMENT SCIENCE","60","9","2355-2380","2014","SEP","Venture Capital;Entrepreneurship;Homophily;Social Capital;Social Networks","","W e develop a formal model to understand the selection and influence effects of social proximity (homophily) between business partners. Consistent with the model's predictions, we find that U.S. venture capitalists (VCs) are more likely to select start-ups with coethnic executives for investment, particularly when the probability of the start-up's success appears low. Ethnic proximity between VCs and the start-ups they invest in is positively related to performance, measured by the probability of the companies' successful exit through acquisitions and initial public offerings (IPOs) and net income after IPO. Two-stage regression estimates suggest that these positive performance outcomes are largely due to influence, that is, superior communication and coordination between coethnic VCs and start-up executives after the investment. To the extent that VCs expect to work better with coethnic start-ups, they invest in coethnic ventures that are of lower observable quality than noncoethnic ventures."
