index,title,author,journal,volume,number,pages,year,month,keyword,keyword-plus,abstract
531,"The Debate on Net Neutrality: A Policy Perspective","Cheng, Hsing Kenneth and Bandyopadhyay, Subhajyoti and Guo, Hong","INFORMATION SYSTEMS RESEARCH","22","1","60-82","2011","MAR","Net Neutrality;Economics Of Net Neutrality;Broadband Service Providers;Content Providers;Consumer Surplus;Social Welfare","","The status quo of prohibiting broadband service providers from charging websites for preferential access to their customers-the bedrock principle of net neutrality (NN)-is under fierce debate. We develop a game-theoretic model to address two critical issues of NN: (1) Who are gainers and losers of abandoning NN? (2) Will broadband service providers have greater incentive to expand their capacity without NN? We find that if the principle of NN is abolished, the broadband service provider stands to gain from the arrangement, as a result of extracting the preferential access fees from content providers. Content providers are thus left worse off, mirroring the stances of the two sides in the debate. Depending on parameter values in our framework, consumer surplus either does not change or is higher in the short run. When compared to the baseline case under NN, social welfare in the short run increases if one content provider pays for preferential treatment but remains unchanged if both content providers pay. Finally, we find that the incentive to expand infrastructure capacity for the broadband service provider and its optimal capacity choice under NN are higher than those under the no-net-neutrality (NNN) regime, except in some specific cases. Under NN, the broadband service provider always invests in broadband infrastructure at the socially optimal level but either under-or overinvests in infrastructure capacity in the absence of NN."
532,"Price Formats as a Source of Price Dispersion: A Study of Online and Offline Prices in the Domestic US Airline Markets","Chellappa, Ramnath K. and Sin, Raymond G. and Siddarth, S.","INFORMATION SYSTEMS RESEARCH","22","1","83-98","2011","MAR","Online Markets;Price Dispersion;Airline Industry;Edlp;Hierarchical Linear Modeling","","A large body of research in economics, information systems, and marketing has sought to understand sources of price dispersion. Previous empirical work has mainly offered consumer- and/or product-based explanations for this phenomenon. In contrast, our research explores the key role played by vendors' price-format adoption in explaining price dispersion. We empirically analyze over a half-million online and offline prices offered by major U. S. airlines in the top 500 domestic markets. Our study shows that a vendor's price format remains an important source of price dispersion in both channels even after accounting for other factors known to impact dispersion in airline ticket prices. Importantly, this finding is true for both transacted and posted tickets. We document several other interesting empirical findings. First, the lower variance in the prices of everyday low price (EDLP) firms serves to reduce the market-level dispersion in prices when such firms are present. Moreover, the price variance of non-EDLP firms in these markets is also lower than in those markets in which EDLP competitors are absent. Second, we also find that dispersion in offered prices increases closer to the departure date, which is consistent with theoretical assertion that price dispersion increases with reservation prices. Finally, we continue to observe dispersion of online prices even after accounting for vendor strategy and other known sources of dispersion, suggesting that the prices are unlikely to converge even in the presence of sophisticated online search mechanisms."
533,"REQUEST: A Query Language for Customizing Recommendations","Adomavicius, Gediminas and Tuzhilin, Alexander and Zheng, Rong","INFORMATION SYSTEMS RESEARCH","22","1","99-117","2011","MAR","Personalization;Recommender Systems;Recommendation Query Language;Multidimensional Recommendations;Contextual Recommendations;Recommendation Algebra","","Initially popularized by Amazon.com, recommendation technologies have become widespread over the past several years. However, the types of recommendations available to the users in these recommender systems are typically determined by the vendor and therefore are not flexible. In this paper, we address this problem by presenting the recommendation query language REQUEST that allows users to customize recommendations by formulating them in the ways satisfying personalized needs of the users. REQUEST is based on the multidimensional model of recommender systems that supports additional contextual dimensions besides traditional User and Item dimensions and also OLAP-type aggregation and filtering capabilities. This paper also presents the recommendation algebra RA, shows how REQUEST recommendations can be mapped into this algebra, and analyzes the expressive power of the query language and the algebra. This paper also shows how users can customize their recommendations using REQUEST queries through a series of examples."
534,"A Finite Mixture Logit Model to Segment and Predict Electronic Payments System Adoption","Bapna, Ravi and Goes, Paulo and Wei, Kwok Kee and Zhang, Zhongju","INFORMATION SYSTEMS RESEARCH","22","1","118-133","2011","MAR","Finite Mixture Model;Logistic Regression;Market Segmentation;Clustering Analysis;Hierarchical Logit Regression;Electronic Payments Systems","","Despite much hype about electronic payments systems (EPSs), a 2004 survey establishes that close to 80% of between-business payments are still made using paper-based formats. We present a finite mixture logit model to predict likelihood of EPS adoption in business-to-business (B2B) settings. Our model simultaneously classifies firms into homogeneous segments based on firm-specific characteristics and estimates the model's coefficients relating predictor variables to EPS adoption decisions for each respective segment. While such models are increasingly making their presence felt in the marketing literature, we demonstrate their applicability to traditional information systems (IS) problems such as technology adoption. Using the finite mixture approach, we predict the likelihood of EPS adoption using a unique data set from a Fortune 100 company. We compare the finite mixture model with a variety of traditional approaches. We find that the finite mixture model fits the data better, controlling for the number of parameters estimated; that our explicit model-based segmentation leads to a better delineation of segments; and that it significantly improves the predictive accuracy in holdout samples. Practically, the proposed methodology can help business managers develop actionable segment-specific strategies for increasing EPS adoption by their business partners. We discuss how the methodology is potentially applicable to a wide variety of IS research."
535,"Profiting from Knowledge Management: The Impact of Time and Experience","Ko, Dong-Gil and Dennis, Alan R.","INFORMATION SYSTEMS RESEARCH","22","1","134-152","2011","MAR","Knowledge Management Systems Use;Performance Improvement;Time;Job Experience;Longitudinal Study;Hierarchical Linear Modeling (Hlm)","","Although many organizations are implementing knowledge management systems (KMS), there is little empirical evidence about whether KMS use can improve individual performance, and how time and experience influence the value derived from KMS use. Using hierarchical linear modeling (HLM) statistical analysis, we examined the impact of using a codification-based KMS on the sales performance of 2,154 sales representatives in a pharmaceutical firm over a 24-month period. We found that KMS had significant positive impacts on individual performance and that these performance benefits grew over time. Moreover, experience moderated the relationship between KMS use and individual performance. Knowledge workers with more experience were able to more quickly absorb and apply the knowledge from the KMS than were those with less experience, who took longer to benefit from KMS use. However, over time experience played a diminishing role in leveraging performance gains from KMS use, and knowledge workers with less experience eventually derived similar performance benefits as those of their more experienced counterparts."
536,"Competing Creatively in Sponsored Search Markets: The Effect of Rank, Differentiation Strategy, and Competition on Performance","Animesh, Animesh and Viswanathan, Siva and Agarwal, Ritu","INFORMATION SYSTEMS RESEARCH","22","1","153-169","2011","MAR","Online Competition;Online Differentiation;E-Commerce;Internet Marketing;Online Search Behavior;Sponsored Search","","Although efficiency-enhancing features of online markets have been well studied, much less is known about firms' differentiation strategies in these competitive markets or the outcomes of such differentiation. This study examines competition among firms in online sponsored search markets-one of the fastest growing and most competitive of online markets. We develop and test a model that predicts the clickthrough rate (CTR) of a seller's listing in a sponsored search setting. Drawing on consumer search theory and competitive positioning strategies, we theorize that CTR is jointly driven by a seller's positioning strategy as reflected by the unique selling proposition (USP) in its ad creative, by its rank in a sponsored search listing, and by the nature of competition around the focal firm's listing. We use data from a field experiment conducted by a leading firm in the mortgage industry where the firm varied its rank and USP dynamically. Results suggest that sponsored search listings can act as effective customer segmentation mechanisms, consistent with a model of consumer search in directional markets. We further find that the effect on CTR of a firm's positioning strategy and its rank in a listing is strongly moderated by its ability to differentiate itself from adjacent rivals. We discuss the implications of our findings for sellers' strategies in sponsored search markets and for extending the understanding of consumer search behavior in directional markets."
537,"Conceptualizing and Testing a Social Cognitive Model of the Digital Divide","Wei, Kwok-Kee and Teo, Hock-Hai and Chan, Hock Chuan and Tan, Bernard C. Y.","INFORMATION SYSTEMS RESEARCH","22","1","170-187","2011","MAR","Digital Divide;Social Cognitive Theory;Computer Ownership;School It Environment;Computer Self-Efficacy;Learning Outcomes;Adoption And Impact Of It","","The digital divide has loomed as a public policy issue for over a decade. Yet, a theoretical account for the effects of the digital divide is currently lacking. This study examines three levels of the digital divide. The digital access divide (the first-level digital divide) is the inequality of access to information technology (IT) in homes and schools. The digital capability divide (the second-level digital divide) is the inequality of the capability to exploit IT arising from the first-level digital divide and other contextual factors. The digital outcome divide (the third-level digital divide) is the inequality of outcomes (e. g., learning and productivity) of exploiting IT arising from the second-level digital divide and other contextual factors. Drawing on social cognitive theory and computer self-efficacy literature, we developed a model to show how the digital access divide affects the digital capability divide and the digital outcome divide among students. The digital access divide focuses on computer ownership and usage in homes and schools. The digital capability divide and the digital outcome divide focus on computer self-efficacy and learning outcomes, respectively. This model was tested using data collected from over 4,000 students in Singapore. The results generate insights into the relationships among the three levels of the digital divide and provide a theoretical account for the effects of the digital divide. While school computing environments help to increase computer self-efficacy for all students, these factors do not eliminate knowledge the gap between students with and without home computers. Implications for theory and practice are discussed."
538,"Compatibility and Proprietary Standards: The Impact of Conversion Technologies in IT Markets with Network Effects","Liu, Charles Zhechao and Gal-Or, Esther and Kemerer, Chris F. and Smith, Michael D.","INFORMATION SYSTEMS RESEARCH","22","1","188-207","2011","MAR","Network Effects;Conversion Technologies;Compatibility;Technology Standards;Digital Goods","","In markets that exhibit network effects, the presence of digital conversion technologies provides an alternative mechanism to achieve compatibility. This study examines the impact of conversion technologies on market equilibrium in the context of sequential duopoly competition and proprietary technology standards. We analyze this question by departing from the extant literature to endogenize the decision to provide a converter and incorporate explicit negotiations between firms concerning the extent of conversion. We argue that these choices better reflect the environment facing firms in digital goods industries and find that these decisions change some of the established results in the literature. Specifically, we find that unless network effects are very large, the subgame-perfect equilibrium (SPNE) involves firms' agreeing to provide digital converters at a sufficiently low price to all consumers. At this equilibrium, both the entrant and the incumbent are better off because the provision of converters alleviates price competition in the market and leads to both higher product revenues and higher proceeds from the sale of converters. Moreover, under some circumstances, the provision of converters is welfare enhancing. These findings have important implications for research and practice in the adoption of new digital goods as the introduction of conversion technologies can reduce the social costs of standardization without compromising the benefits of network effects."
539,"The Role of Self-Control in Information Security Violations: Insights from a Cognitive Neuroscience Perspective","Hu, Qing and West, Robert and Smarandescu, Laura","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","6-48","2015","SPR","Information Security;Neuroscience;Self-Control;Policy Compliance;Neural Correlates;Electroencephalography (Eeg);Event-Related Potentials (Erps);Neurois","","Self-control has been identified as a major factor influencing individual behavior in the social science, neuroscience, criminology, and information security literatures. In this study, we first developed and validated a novel paradigm suitable for use with event-related potentials (ERPs) in scenario-based laboratory experiments of decision making in the context of information security. We then used this paradigm to examine the association between individual differences in self-control and ERPs elicited while individuals deliberated over violations of information security policies. Our results show that the left and right hemispheres of the brain were involved in decision making, and that the participants with low self-control had lower levels of neural recruitment in both hemispheres relative to those with high self-control. This was especially the case for regions in or near the dorsal lateral prefrontal cortex (DLPFC) and inferior frontal cortex (IFC). These results extend the findings in neuroscience literature related to the role of self-control in decision making in general, and validate a new paradigm for use with the electroencephalography/event-related potentials (EEG/ERP) technique to examine theoretical questions in information security and criminology research."
540,"The Behavioral Roots of Information Systems Security: Exploring Key Factors Related to Unethical IT Use","Chatterjee, Sutirtha and Sarker, Suprateek and Valacich, Joseph S.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","49-87","2015","SPR","Unethical It Use;Ethics;Information Ethics;Information Systems Security;Nonlinear Analysis","","Unethical information technology (IT) use, related to activities such as hacking, software piracy, phishing, and spoofing, has become a major security concern for individuals, organizations, and society in terms of the threat to information systems (IS) security. While there is a growing body of work on this phenomenon, we notice several gaps, limitations, and inconsistencies in the literature. In order to further understand this complex phenomenon and reconcile past findings, we conduct an exploratory study to uncover the nomological network of key constructs salient to this phenomenon, and the nature of their interrelationships. Using a scenario-based study of young adult participants, and both linear and nonlinear analyses, we uncover key nuances of this phenomenon of unethical IT use. We find that unethical IT use is a complex phenomenon, often characterized by nonlinear and idiosyncratic relationships between the constructs that capture it. Overall, ethical beliefs held by the individuals, along with economic, social, and technological considerations are found to be relevant to this phenomenon. In terms of practical implications, these results suggest that multiple interventions at various levels may be required to combat this growing threat to IS security."
541,"Chasing Lemmings: Modeling IT-Induced Misperceptions About the Strategic Situation as a Reason for Flash Crashes","Brandt, Tobias and Neumann, Dirk","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","88-108","2015","SPR","Flash Crash;Game Theory;Impact Of It;Hypergames","","Flash crashes, perceived as sharp drops in market prices that rebound shortly after, have turned the public eye toward the vulnerability of information technology-based stock trading. In this paper, we explain flash crashes as the result of actions made by rational agents. We argue that the advancement of information technology (IT), which has long been associated with competitive advantages, may cause ambiguities with respect to the game form that give rise to a hypergame. We employ hypergame theory to demonstrate that a market crash constitutes an equilibrium state if players misperceive the true game. Once the ambiguity is resolved, prices readjust to the appropriate level, creating the characteristic flash-crash effect. By analyzing the interaction with herd behavior, we find that flash crashes may be an unavoidable systemic problem of modern financial markets."
542,"Enhancing Predictive Analytics for Anti-Phishing by Exploiting Website Genre Information","Abbasi, Ahmed and Zahedi, Fatemeh Mariam and Zeng, Daniel and Chen, Yan and Chen, Hsinchun and Nunamaker, Jr., Jay F.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","109-157","2015","SPR","Design Science;Data Mining;Phishing Websites;Genre Theory;Internet Fraud;Website Genres;Credibility Assessment;Phishing","","Phishing websites continue to successfully exploit user vulnerabilities in household and enterprise settings. Existing anti-phishing tools lack the accuracy and generalizability needed to protect Internet users and organizations from the myriad of attacks encountered daily. Consequently, users often disregard these tools' warnings. In this study, using a design science approach, we propose a novel method for detecting phishing websites. By adopting a genre theoretic perspective, the proposed genre tree kernel method utilizes fraud cues that are associated with differences in purpose between legitimate and phishing websites, manifested through genre composition and design structure, resulting in enhanced anti-phishing capabilities. To evaluate the genre tree kernel method, a series of experiments were conducted on a testbed encompassing thousands of legitimate and phishing websites. The results revealed that the proposed method provided significantly better detection capabilities than state-of-the-art anti-phishing methods. An additional experiment demonstrated the effectiveness of the genre tree kernel technique in user settings; users utilizing the method were able to better identify and avoid phishing websites, and were consequently less likely to transact with them. Given the extensive monetary and social ramifications associated with phishing, the results have important implications for future anti-phishing strategies. More broadly, the results underscore the importance of considering intention/purpose as a critical dimension for automated credibility assessment: focusing not only on the what but rather on operationalizing the why into salient detection cues."
543,"Exploring Knowledge Filtering Processes in Electronic Networks of Practice","Fadel, Kelly J. and Meservy, Thomas O. and Jensen, Matthew L.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","158-181","2015","SPR","Electronic Networks Of Practice;Filtering;Knowledge Evaluation;Constancy;Directionality;Field Experiment;Eye Tracking","","Electronic networks of practice (ENPs) have become an important mechanism for knowledge exchange among loosely connected individuals who share common knowledge interests. While prior research has explored factors that influence knowledge contribution in such networks, less is understood about the process by which individuals evaluate and ultimately adopt knowledge from ENPs. This study examines the process of knowledge filtering in online ENP forums. Drawing from dual process and information-evaluation theories, we hypothesize that performance on a knowledge-filtering task will be influenced by the constancy and directionality of search patterns employed by knowledge seekers. Hypotheses are tested in an experiment that utilized an eye tracker to record gaze data from professional software developers using an experimental ENP forum. By combining information-evaluation and dual process theory perspectives, our results deepen the insights offered in extant information-processing literature by showing that higher filtering accuracy is associated with (a) constant evaluation of some types of information attributes (solution content) but not others (peripheral cues), and (b) increasing attribute-based processing over time."
544,"Bundling Effects on Variety Seeking for Digital Information Goods","Adomavicius, Gediminas and Bockstedt, Jesse and Curley, Shawn P.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","182-212","2015","SPR","Variety Seeking;Digital Goods;Information Goods;Bundled Goods;Simultaneous Choice;Sequential Choice;Bundle Cohesion","","Prior research with consumable goods has consistently found that consumers have a preference for greater variety when selecting items simultaneously as a bundle, rather than as a sequential series of individual decisions. However, digital information goods have a number of important differences from consumable goods that may impact variety-seeking behavior. In three experiments, we address two general research questions. First, as a precursor to studying digital goods, we disentangle the role of bundle cohesion (i.e., item relatedness) from the role of timing (simultaneous vs. sequential choice) as factors in variety seeking with consumable goods. Next, based on differences between digital and consumable goods, we theorize differences in the behavioral effects of bundle cohesion and timing on variety preferences for digital goods. The results show a reduction of influences upon variety-seeking behavior with digital goods, providing important implications for the sellers of such goods in contrast to what has been suggested for consumable goods. Therefore, a key takeaway is that, for digital goods such as music, the use of consumer-driven bundling variations does not suggest an advantage in terms of their ability to affect consumers' variety-seeking behavior."
545,"Enticing and Engaging Consumers via Online Product Presentations: The Effects of Restricted Interaction Design","Yi, Cheng and Jiang, Zhenhui (Jack) and Benbasat, Izak","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","213-242","2015","SPR","Virtual Product Experience (Vpe);Restricted Interaction;Full Interaction;Enticement;Engagement;Purchase Intention;Online Product Presentation;Online Video;Online Selling","","This work investigates the effects of three different online product presentation formats, namely, a noninteractive video presentation and two virtual product experience (VPE) presentations (full interaction and restricted interaction), on engaging users in online product experience as well as enticing users to try products offline. The experimental results show that restricted interaction, which deprives users of part of the interactive product experience, is more enticing than both the noninteractive and fully interactive design for users with more product-class knowledge. In addition, restricted interaction is generally as good as full interaction in engaging users. Both engagement and enticement positively affect users' purchase intentions. This study contributes to the information systems literature by extending the theory in curiosity formation to the interaction design context and advocating designs for enticement. It contributes to design practice by revealing that less interactive and less costly presentations can be more effective in attracting consumers toward the products."
546,"Impact of Recommender System on Competition Between Personalizing and Non-Personalizing Firms","Ghoshal, Abhijeet and Kumar, Subodha and Mookerjee, Vijay","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","243-277","2015","SPR","Recommender Systems;Duopoly;Pricing;Dynamic Optimization;Online Competition;Nash Equilibrium","","How do recommender systems affect prices and profits of firms under competition? To explore this question, we model the strategic behavior of customers who make repeated purchases at two competing firms: one that provides personalized recommendations and another that does not. When a customer intends to purchase a product, she obtains recommendations from the personalizing firm and uses this recommendation to eventually purchase from one of the firms. The personalizing firm profiles the customer (based on past purchases) to recommend products. Hence, if a customer purchases less frequently from the personalizing firm, the recommendations made to her become less relevant. While considering the impact on the quality of recommendations received, a customer must balance two opposing forces: (1) the lower price charged by the non-personalizing firm, and (2) an additional fit cost incurred when purchasing from the non-personalizing firm and the increased cost due to recommendations of reduced quality in the future. An outcome of the analysis is that the customers should distribute their purchases across both firms to maximize surplus over a planning horizon. Anticipating this response, the firms simultaneously choose prices. We study the sensitivity of the equilibrium prices and profits of the firms with respect to the effectiveness of the recommender system and the profile deterioration rate. We also analyze some interesting variants of the base model in order to study how its key results could be influenced. One of the key takeaways of this research is that the recommender system can influence the price and profit of not only the personalizing firm but also the non-personalizing firm."
547,"Are You Feeling Lonely? The Impact of Relationship Characteristics and Online Social Network Features on Loneliness","Matook, Sabine and Cummings, Jeff and Bala, Hillol","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","278-310","2015","SPR","Social Media;Online Social Networks;Loneliness;Relationship Management;Communal Orientation;Social Exchange Theory;Self-Disclosure;Networking Ability","","In contemporary society, many people move away from their personal networks for extended periods to reach professional and/or educational goals. This separation can often lead to feelings of loneliness, which can be stressful and sometimes debilitating for the individual. We seek to understand how a person's use of online social networks (OSNs)-technology-enabled tools that assist users with creating and maintaining their relationships-might affect their perceptions of loneliness. Prior research has offered mixed results about how OSNs affect loneliness-reporting both positive and negative effects. We argue in this study that a clearer perspective can be gained by taking a closer look at how individuals approach their relationship management in OSNs. Building on theoretical works on loneliness, we develop a model to explain the effects of relationship characteristics (i.e., relationship orientation, self-disclosure, and networking ability) and OSN features (i.e., active or passive) on perceived loneliness. Our findings show that OSN can be linked to both more and less perceived loneliness, that is, individuals' relationship orientation significantly affects their feelings of loneliness, which are further moderated by their degree of self-disclosure within the OSN. Furthermore, how users engage in the OSN (either actively or passively) influences their perceptions of loneliness. Practical implications regarding perceived loneliness include recommendations for firms to encourage mobile workers to utilize OSNs when separated from others, for education providers to connect with their new students before they arrive, and for users to utilize OSNs as a social bridge to others they feel close with."
548,"Understanding the Influence of Instant Messaging on Ending Concessions During Negotiations","Johnson, Norman A. and Cooper, Randolph B.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","31","4","311-342","2015","SPR","Instant Messaging;Audio;Selfishness;Agreement;Ending Concession;Self-Interest;Deindividuation;Media;Negotiation Experiment;Lottery;Negative Reciprocation","","In many online price negotiations, instant messaging (IM) and audio channels rival each other in use, but IM's use is on the rise. In these contexts, people who are strangers to each other are inclined to act more competitively. They are driven by self-interest and strive for greater gains from agreement in the form of what is termed ending concessions. To date, however, researchers have focused on striving for agreement as the main goal of negotiators. This study uses a selfishness theory to explain how individuals using IM, as compared to those using audio, can encourage their negotiation partners to make ending concessions, and thereby increase individuals' gains when agreement is reached. We use data from a negotiation laboratory experiment to test a model of ending concessions that is predicted by unrestricted offers and comments that negotiators make over IM and audio. We base our analyses on the contents of the resulting communications. The objects of negotiation are simulated lottery tickets. Our results provide three key insights. First, when using IM, partners appear to interpret offers that include concessions from individuals as attempts to manipulate partners into accepting non-equitable agreements; as a result partners decrease their ending concessions. These interpretations do not appear to occur when using audio, and as a result individuals' concessions do not decrease partners' ending concessions. Second, using IM, when individuals disagree with anger directed at partners' bidding behaviors, partners respond by increasing their ending concessions. Ending concessions are further increased when using audio. Third, and in contrast, using IM, when individuals disagree with emotion that does not include anger, partners respond by decreasing their ending concessions. Ending concessions are further decreased when using audio. These insights provide guidance for practice, and are bases for future research on the use of IM and audio for negotiation."
549,"Task Division for Team Success in Crowdsourcing Contests: Resource Allocation and Alignment Effects","Dissanayake, Indika and Zhang, Jie and Gu, Bin","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","32","2","8-39","2015","","Crowdsourcing;Crowdsourcing Contests;Econometrics;Intellectual Capital;Social Capital;Social Network Analysis;Team Competition;Virtual Teams","","Advances in information technology bring changes to the nature of work by facilitating companies to go beyond the wisdom of their workforce and tap into the wisdom of the crowd via online crowdsourcing contests. In these contests, active and motivated individuals collaborate in the form of self-organized teams that compete for rewards. Using a rich data set of 732 teams in 52 contests collected from the crowdsourcing platform, Kaggle.com, from its launch in April 2010 to July 2012, we studied how the allocation of members' social and intellectual capital within a virtual team affects team performance in online crowdsourcing contests. Our econometric analysis uses a rank-ordered logistic regression model, and suggests that the effect of a member's social and intellectual capital on team performance varies depending on his or her roles. Though a team leader's social capital and a team expert's intellectual capital significantly influence team performance, a team leader's intellectual capital and a team expert's social capital do not. Further, we found that the alignment of a member's social and intellectual capital within a team has a significant influence on team performance. Moreover, the intensity of the competition moderates the impact. When a contest is highly competitive, the social and intellectual capital alignment negatively affects team performance, and when the competitive intensity is low, this alignment positively affects team performance. Our findings provide insights into improving performance in team-based competitions in crowdsourcing communities."
550,"Family Preferences Concerning Online Privacy, Data Mining, and Targeted Ads: Regulatory Implications","Clemons, Eric K. and Wilson, Joshua S.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","32","2","40-70","2015","","Data Mining;Educational Software;Online Behavior;Online Teen Behavior;Privacy;Privacy Regulation","","Young Internet users engage in risky or inappropriate behavior online that could either be embarrassing or harmful to their future. As importantly, young Internet users engage in online activities that reveal a great deal about the cost to serve them and their willingness to pay for goods and services, which could be used against them by well-informed sellers. Educational applications that collect users' information are becoming ubiquitous in the classroom, presenting the opportunity for students' data to be mined. We are not aware of prior studies that examine parental or students' attitudes and preferences toward data mining of educational application accounts, and how these attitudes differ across several countries. We used three survey instruments to measure parents' and students' attitudes toward data mining of educational applications. Parents in all countries studied prefer far less data mining of students' online activities than seems to be the current practice. Most importantly, aversion to data mining does not seem to be correlated with awareness of current practices of data mining of teens' activities. This study highlights regulatory alternatives and suggests future research and future data requirements for designing appropriate regulatory interventions. The nature of the intervention will be guided by the nature of the causes of inappropriate online behavior and inappropriate selection of educational software. Intervention could range from no regulation needed, through providing greater transparency, to new and detailed legal requirements that software providers must meet."
551,"Industry-Level Analysis of Information Technology Return and Risk: What Explains the Variation?","Ren, Fei and Dewan, Sanjeev","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","32","2","71-103","2015","","Competition;Industry-Level Analysis;Information Technology Investment;It Return And Risk;It Value;Productivity;Profitability;Regulation;Technological Change","","Motivated by the wide dispersion in the returns on the use of information technology (IT) across industries, we conduct an industry-level examination of IT return and risk, focusing on the moderating role of industry competition, regulation, and technological change. We address the following research questions: What is the impact of IT investment on the return and risk dimensions of industry financial performance? How do industry characteristics moderate the relationship between IT investment and industry performance? Our analysis of these questions finds that higher levels of industry competition are associated with higher IT productivity (contribution of IT to value-added output), lower IT profitability (contribution of IT to industry average return on assets [ROA]), and higher IT risk (contribution of IT to ex ante variability of ROA). This is consistent with the notion that competition induces riskier IT investments, despite the fact that returns tend to be competed away. Higher levels of industry regulation are associated with lower IT returns in both productivity and profitability, but also lower IT risk. Finally, a higher rate of technological change induces both higher IT returns and higher IT risk. A variety of tests indicate that our results are robust. Our results shed light on factors that drive variation in IT performance across industries, and provide useful industry-level performance benchmarks of the return and risk impacts of IT investments."
552,"Understanding the Dynamics of Service-Oriented Architecture Implementation","Li, Xitong and Madnick, Stuart E.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","32","2","104-133","2015","","Normative Commitment;Organizational Traps;Service-Oriented Architecture (Soa);System Dynamics;Tipping Point","","Despite the potential benefits, many organizations have failed in service-oriented architecture (SOA) implementation projects. Prior research often used a variance perspective and neglected to explore the complex interactions and timing dependencies between the critical success factors. This study adopts a process perspective to capture the dynamics while providing a new explanation for the mixed outcomes of SOA implementation. We develop a system dynamics model and use simulation analysis to demonstrate the phenomenon of tipping point. That is, under certain conditions, even a small reduction in the duration of normative commitment can dramatically reverse, from success to failure, the outcome of an SOA implementation. The simulation results also suggest that (1) the duration of normative commitment can play a more critical role than the strength, and (2) the minimal duration of normative commitment for a successful SOA implementation is associated positively with the information delay of organizational learning of SOA knowledge. Finally, we discuss the theoretical causes and organizational traps associated with SOA implementation to help IT managers make better decisions about their implementation projects."
553,"Contextualized Relationship Between Knowledge Sharing and Performance in Software Development","Ozer, Muammer and Vogel, Doug","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","32","2","134-161","2015","","Knowledge Sharing;Software Developers;Software Development;Software-Development Performance;Systems Design And Implementation","","We study how the knowledge that software developers receive from other software developers in their company impacts their performance. We also study the boundary conditions of this relationship. The results of our empirical study indicate that receiving knowledge from other software developers in the company is positively related to the performance of the knowledge-receiving software developers. Moreover, this relationship was stronger when the software developers had high rather than low task autonomy, when they had high- rather than low-quality social exchanges with their supervisors, and when the software development firms used formal knowledge utilization processes. Theoretically, these results contribute to a better understanding of the processes through which software developers utilize the knowledge that they receive from their peers in the firm. Practically, they show software development firms how emphasizing the task, social, and institutional dimensions of the software development process can help them increase knowledge utilization and performance in software development."
554,"Understanding Members' Active Participation in Online Question-and-Answer Communities: A Theory and Empirical Analysis","Khansa, Lara and Ma, Xiao and Liginlal, Divakaran and Kim, Sung S.","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","32","2","162-203","2015","","Active Participation;Dynamic Panel Data Analysis;Goal-Oriented Action;Habit;Incentives;Online Community;Online Question-And-Answer Community;System-Generated Data","","Community-based question-and-answer (Q&A) websites have become increasingly popular in recent years as an alternative to general-purpose Web search engines for open-ended complex questions. Despite their unique contextual characteristics, only a handful of Q&A websites have been successful in sustaining members' active participation that, unlike lurking, consists of not only posting questions but also answering others' inquiries. Because the specific design of the information technology artifacts on Q&A websites can influence their level of success, studying leading Q&A communities such as Yahoo! Answers (YA) provides insights into more effective design mechanisms. We tested a goal-oriented action framework using data from 2,920 YA users, and found that active online participation is largely driven by artifacts (e.g., incentives), membership (e.g., levels of membership and tenure), and habit (e.g., past behavior). This study contributes to the information systems literature by showing that active participation can be understood as the setting, pursuit, and automatic activation of goals."
